filename,AA,AE,AH,AO,AW,AY,B,CH,D,DH,EH,ER,EY,F,G,HH,IH,IY,JH,K,L,M,N,NG,OW,OY,P,R,S,SH,T,TH,UH,UW,V,W,Y,Z,ZH
2H6_Buckingham,26,40,179,58,22,34,23,4,103,63,51,41,26,38,22,50,98,81,10,56,89,62,123,21,24,1,35,120,85,14,115,10,5,43,26,43,20,51,0
2H6_CITIZENS,0,5,5,3,0,1,2,0,1,2,0,3,1,2,0,0,4,2,0,3,4,3,5,2,0,0,0,5,3,0,0,0,0,0,1,2,0,1,0
2H6_CITIZENS.LONDON.0.1,1,3,10,6,1,2,3,0,6,9,3,3,5,4,0,1,6,3,1,3,8,5,7,1,2,0,0,10,3,0,6,1,0,2,3,2,1,3,0
2H6_CITIZENS.STALBANS.0.1,0,6,9,2,1,4,2,0,2,3,1,1,1,3,0,4,9,1,0,2,4,4,8,0,0,0,0,6,5,1,4,1,0,0,1,1,0,2,0
2H6_Cade,114,210,533,147,94,165,150,27,300,260,211,138,110,131,53,151,327,234,15,159,261,258,492,46,74,6,89,318,234,45,401,34,26,112,130,133,48,169,1
2H6_CardinalBeaufort,41,49,241,66,25,69,37,13,142,92,87,56,37,42,30,55,139,97,12,99,113,91,170,27,29,4,57,141,109,16,161,16,15,43,49,59,29,71,3
2H6_Clerk,1,5,2,1,0,5,2,0,1,1,1,1,1,0,1,1,2,0,0,2,2,3,4,1,1,0,1,2,2,0,3,1,0,1,1,1,1,0,0
2H6_Clifford,26,36,108,27,14,38,29,4,67,57,42,21,31,26,7,40,65,43,4,35,57,45,91,12,11,2,27,72,60,9,102,13,6,46,22,23,25,39,0
2H6_Dick,23,26,78,30,6,19,15,3,55,34,29,31,28,29,15,30,46,40,5,30,46,28,60,13,14,0,8,50,28,8,44,9,4,16,24,29,9,23,0
2H6_DuchessOfGloucester,60,82,231,53,28,121,58,15,150,121,98,57,51,63,36,57,130,105,11,78,135,130,206,28,41,4,39,133,115,29,193,21,18,49,29,87,15,71,0
2H6_EdwardIV,1,0,1,0,1,0,1,0,1,1,0,4,1,2,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0
2H6_FOLLOWERS.CADE,8,3,14,4,0,0,1,0,14,8,6,4,11,9,7,7,13,9,1,11,12,3,8,5,6,0,0,8,7,0,5,1,0,1,8,8,2,2,0
2H6_FOLLOWERS.CADE.0,8,4,15,4,0,0,2,0,15,8,6,4,11,9,7,7,14,10,1,11,13,3,9,5,6,0,0,8,7,1,6,1,0,1,8,8,2,2,0
2H6_GENTLEMEN.1,3,3,12,2,0,6,5,0,8,4,10,3,1,5,2,7,17,7,1,5,11,9,9,2,3,0,3,12,9,1,10,0,0,1,3,5,1,4,0
2H6_GENTLEMEN.2,0,0,2,1,0,2,0,0,2,0,0,0,1,1,0,1,2,0,0,0,1,1,2,0,2,0,0,3,2,0,4,0,0,0,0,1,0,0,0
2H6_George,6,0,7,0,1,1,2,0,10,3,0,4,5,7,2,1,7,3,0,11,9,2,3,3,6,0,0,2,5,0,3,0,0,1,3,4,0,0,0
2H6_Gloucester,140,218,629,164,71,238,140,44,359,245,225,163,121,168,75,160,380,255,34,196,350,301,533,86,93,7,132,361,341,47,457,36,32,128,143,168,69,205,3
2H6_HERALDS.X.1,1,2,9,1,0,1,1,0,1,2,2,1,1,1,1,2,2,2,1,1,2,4,5,0,1,0,1,4,6,0,6,1,0,1,1,0,1,2,0
2H6_HenryVI,144,171,656,189,102,209,145,32,395,256,231,184,143,174,110,192,406,259,38,220,338,298,521,78,103,11,119,403,402,41,500,62,37,147,124,207,53,230,5
2H6_Holland,10,12,37,12,3,6,12,3,27,26,28,12,19,13,7,14,38,26,4,17,28,19,37,7,11,0,5,26,28,2,31,7,3,6,12,18,4,13,0
2H6_Horner,7,23,43,16,2,22,5,3,24,15,19,14,8,13,4,13,30,21,3,17,20,25,40,4,3,0,11,18,21,3,30,3,2,7,12,11,7,14,0
2H6_Hume,9,24,86,15,5,19,17,6,41,20,17,18,20,18,14,18,27,20,4,23,35,32,43,3,16,1,14,47,41,8,40,2,0,16,16,10,17,20,0
2H6_Iden,21,43,92,20,10,67,23,7,53,65,42,20,23,21,17,23,56,38,5,34,46,52,82,13,12,2,13,62,56,8,91,7,8,25,20,35,3,36,0
2H6_Jourdain,2,7,4,1,4,2,1,0,2,5,1,3,1,2,1,2,2,1,0,2,4,2,6,0,0,0,3,2,5,2,6,0,0,1,0,0,0,1,0
2H6_Lieutenant,17,38,139,36,26,27,22,6,80,73,49,42,26,26,17,35,89,37,8,42,75,47,104,22,20,0,28,91,71,13,78,13,3,24,33,35,6,50,2
2H6_MESSENGERS.1,4,5,29,10,3,3,2,0,23,6,12,11,4,7,3,9,14,5,3,11,18,14,20,0,2,0,5,19,15,0,14,3,0,5,4,1,2,14,0
2H6_MESSENGERS.2,1,4,16,3,1,1,1,0,5,7,2,2,5,3,1,2,4,3,4,5,7,0,9,0,0,4,4,10,7,0,9,1,0,1,0,2,1,3,0
2H6_MESSENGERS.Post,2,2,15,5,1,3,3,0,9,7,6,1,3,4,5,2,5,2,1,1,6,4,9,2,2,0,5,15,4,1,7,0,1,3,1,1,0,4,0
2H6_MESSENGERS.X.1,0,3,4,2,0,2,1,0,5,1,4,2,1,0,0,2,3,3,0,4,3,2,6,1,0,0,4,6,1,0,7,0,0,6,0,2,1,4,1
2H6_MESSENGERS.X.2,0,3,10,2,2,3,1,1,7,5,0,0,3,3,0,2,7,3,0,0,5,2,7,1,1,0,4,6,7,1,5,0,0,1,0,2,0,5,0
2H6_MESSENGERS.X.3,3,1,19,3,3,2,1,1,8,4,1,7,3,2,1,4,8,9,0,6,6,11,9,2,1,0,3,11,5,0,11,0,0,7,4,1,2,9,0
2H6_MURDERERS.0.1,0,4,8,4,0,4,0,1,12,1,2,0,1,1,2,5,3,4,0,4,5,7,3,0,1,0,1,6,2,0,4,0,2,2,2,1,0,4,0
2H6_MURDERERS.0.2,0,3,3,0,0,0,0,0,2,1,2,2,0,0,0,2,3,2,0,0,0,1,4,0,2,0,1,1,1,0,6,0,0,2,2,3,0,0,0
2H6_Master,0,0,2,2,3,0,0,0,3,0,2,0,1,0,0,1,0,0,0,1,2,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,1,2,0
2H6_Mate,0,1,2,2,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,1,1,1,0,2,0,0,2,1,1,0,0,1,1,1,0,2,2,0
2H6_MayorOfStAlbans,0,0,2,2,0,1,1,1,2,2,2,1,2,2,2,1,3,2,0,0,3,1,0,0,1,0,1,4,3,0,3,0,0,0,0,0,2,1,0
2H6_Michael,7,2,10,4,1,4,3,0,13,8,7,8,6,14,4,6,12,7,1,9,15,2,8,4,7,0,0,12,5,0,2,0,0,1,4,8,1,5,0
2H6_NEIGHBORS.1,1,2,5,1,0,1,2,0,3,0,1,3,2,2,0,2,4,1,0,3,2,0,7,1,0,0,1,4,1,1,2,0,0,4,1,1,2,0,0
2H6_NEIGHBORS.2,0,0,4,0,0,0,1,0,1,0,0,1,1,0,0,2,1,1,0,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0
2H6_NEIGHBORS.3,2,1,6,1,0,0,3,0,5,0,0,1,1,1,1,1,4,0,0,1,1,1,5,1,0,0,1,5,0,0,2,0,1,0,1,0,1,1,0
2H6_PETITIONERS,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2H6_PETITIONERS.0.1,3,5,20,9,2,13,4,0,16,6,6,6,4,5,4,4,10,10,1,11,15,18,20,1,1,0,6,16,10,1,11,0,3,1,1,7,2,6,0
2H6_PETITIONERS.0.2,1,4,17,4,2,2,4,0,5,3,5,4,0,3,2,4,6,3,0,7,7,8,6,0,1,0,5,7,6,2,9,0,2,2,2,0,0,2,0
2H6_PRENTICES.1,1,0,2,0,0,1,1,0,3,1,0,1,1,1,0,1,1,4,0,1,0,0,2,1,0,0,1,3,0,0,3,0,0,1,0,0,0,0,0
2H6_PRENTICES.2,1,1,4,1,0,2,1,0,2,2,2,2,0,3,0,0,1,3,0,1,0,2,2,0,0,0,1,4,1,0,5,0,0,0,1,0,0,0,0
2H6_QueenMargaret,148,175,668,180,71,221,166,29,399,290,227,136,114,188,84,184,415,298,29,231,310,269,555,72,102,8,104,406,337,57,486,32,48,145,125,200,59,257,1
2H6_RichardIII,10,16,39,15,5,19,16,4,26,13,22,14,10,17,2,29,41,21,1,14,33,20,35,3,8,0,15,30,33,4,36,8,3,8,5,19,5,26,0
2H6_SERVANTS.GLOUCESTER.0.1,0,0,3,2,0,1,0,0,1,1,2,1,2,2,1,1,0,2,0,1,3,2,1,0,1,0,1,5,2,1,2,0,0,0,0,1,1,1,0
2H6_SOLDIERS.1,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2H6_Salisbury,31,59,228,60,16,65,49,13,132,81,62,51,42,57,19,52,126,73,8,58,104,85,153,32,23,5,40,130,107,10,154,18,9,44,50,54,24,46,0
2H6_Sawyer,1,3,8,4,0,0,0,0,4,3,6,1,4,3,3,7,5,6,1,1,3,3,7,0,2,0,0,7,3,0,5,1,0,1,3,5,2,2,0
2H6_Saye,23,30,96,27,2,32,19,7,55,33,46,20,17,28,11,26,71,40,6,34,49,45,72,12,17,1,22,66,61,3,78,7,10,20,34,22,19,43,0
2H6_Scales,0,9,16,6,3,6,4,1,11,5,11,2,3,7,4,5,7,3,1,6,9,7,13,1,1,0,1,11,9,1,10,2,0,6,2,4,7,4,0
2H6_Sheriff,2,4,11,2,1,3,0,0,5,2,0,2,3,1,1,3,6,4,1,2,3,8,10,0,0,1,3,4,5,1,7,0,0,2,1,1,1,4,0
2H6_Simpcox,10,32,33,13,1,25,14,1,30,5,8,17,11,8,8,4,14,11,2,10,28,28,40,2,10,0,6,15,27,3,34,3,4,9,5,7,8,9,0
2H6_SimpcoxWife,2,4,8,6,0,6,2,0,11,1,4,5,2,6,0,7,12,7,0,3,8,8,9,1,2,1,3,9,8,1,11,0,1,4,4,4,2,4,0
2H6_Smith,15,10,34,10,3,5,9,2,24,15,13,9,14,17,5,19,39,23,2,24,21,9,27,8,9,1,4,24,19,2,35,2,2,4,13,14,3,14,0
2H6_Somerset,10,14,63,20,1,16,17,2,23,20,15,15,12,10,8,17,37,31,3,15,39,19,38,9,6,1,12,38,35,3,44,3,2,8,11,9,9,17,1
2H6_Spirit,2,14,17,3,3,6,3,0,18,6,8,2,3,2,0,9,7,6,0,6,12,4,17,0,1,0,3,6,7,4,13,1,1,1,4,4,2,6,0
2H6_Stafford,9,10,33,7,5,5,7,2,18,20,11,10,9,11,5,5,23,8,1,11,17,12,24,3,9,0,7,24,14,1,22,2,0,6,6,9,6,18,0
2H6_Stanley,1,7,16,7,1,5,2,2,12,5,2,3,5,3,3,1,6,8,2,4,5,8,9,2,3,0,2,11,7,2,14,1,0,11,2,2,7,5,0
2H6_Suffolk,129,210,604,160,67,226,158,31,374,264,200,165,110,141,67,155,376,246,33,208,310,264,471,65,94,8,117,370,359,47,485,42,39,143,133,166,66,221,1
2H6_Thump,14,29,30,17,4,33,8,1,23,19,14,17,11,11,7,15,19,23,0,16,23,35,31,6,10,0,12,32,25,2,37,4,0,7,13,10,4,11,0
2H6_Vaux,3,11,26,4,2,7,2,1,12,6,6,5,1,6,5,13,18,10,2,12,7,14,16,2,4,1,4,9,21,0,22,2,1,6,4,2,0,14,0
2H6_Warwick,71,92,294,70,32,88,79,12,194,163,87,80,55,89,41,69,171,115,11,104,144,112,215,26,30,1,50,165,151,22,204,18,18,63,66,79,23,109,0
2H6_Whitmore,9,9,32,15,10,23,11,1,27,17,15,10,8,12,1,6,24,12,2,12,22,16,27,1,4,0,7,27,21,4,33,4,1,8,7,18,3,9,0
2H6_WilliamStafford,2,5,13,6,0,2,2,0,10,9,4,2,3,4,2,1,8,4,2,6,9,2,6,3,1,0,1,8,5,0,9,1,0,4,4,6,4,1,0
2H6_York,155,292,806,232,67,279,172,46,499,332,290,198,161,200,88,239,496,291,44,294,461,330,655,94,102,10,148,513,447,66,584,59,41,192,191,195,72,282,4
2H6_YoungClifford,16,31,89,19,15,30,20,4,52,40,38,25,17,26,4,19,48,36,5,16,58,35,78,5,21,1,11,53,47,7,74,8,2,30,30,20,10,30,1
3H6_ALDERMEN,0,0,1,2,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3H6_ATTENDANTS.EDWARD.1,0,1,5,5,0,1,1,0,2,0,1,1,3,1,2,1,2,1,0,1,2,1,4,0,1,0,2,8,2,1,4,0,0,1,0,0,3,2,0
3H6_Clarence,39,75,194,68,31,75,43,16,102,110,84,79,33,66,25,58,140,91,15,64,126,83,170,24,45,0,40,135,135,14,167,11,4,65,51,93,30,56,0
3H6_Clifford,65,87,258,71,33,128,62,26,182,180,108,80,48,97,18,95,171,99,14,82,142,100,223,33,48,5,48,182,159,22,199,24,21,62,52,75,29,109,0
3H6_EdwardIV,160,277,869,253,187,280,242,58,579,440,361,289,198,229,100,248,555,393,49,292,437,333,791,99,137,11,143,580,518,77,689,66,36,208,172,401,92,312,1
3H6_Exeter,10,6,30,12,5,11,4,0,17,22,14,5,14,11,1,13,14,20,2,25,20,15,25,3,4,0,3,26,20,5,23,0,3,7,3,11,2,14,0
3H6_Father,16,20,43,12,8,34,21,1,24,32,22,14,5,23,7,17,31,31,3,4,35,24,41,2,18,3,5,26,33,7,39,4,1,6,13,16,3,20,0
3H6_GAMEKEEPERS.1,7,7,38,8,4,6,9,1,19,20,9,9,7,7,2,6,31,20,3,16,21,11,24,6,6,1,4,20,28,3,25,2,0,10,4,20,2,11,0
3H6_GAMEKEEPERS.2,6,10,29,6,9,3,9,1,11,11,12,4,7,4,2,10,28,15,2,17,13,7,31,9,6,0,4,16,15,1,24,4,0,6,3,17,5,11,0
3H6_Hastings,10,14,38,8,8,10,10,1,29,18,22,16,12,17,6,10,29,14,2,9,30,21,42,8,9,0,9,23,28,4,34,3,2,11,6,21,4,20,0
3H6_HenryVI,173,201,694,195,106,309,165,39,437,349,329,228,127,212,84,186,447,310,30,244,364,351,653,78,119,15,131,506,393,53,594,59,49,164,148,272,65,270,4
3H6_Huntsman,0,2,2,2,0,2,2,0,4,4,2,1,3,1,1,1,2,2,0,0,2,2,2,1,1,0,0,3,3,0,2,0,0,1,0,2,0,1,0
3H6_JohnMortimer,1,1,1,0,0,0,0,0,2,1,0,1,0,1,0,1,1,5,0,0,3,1,3,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0
3H6_KingLewis,21,45,108,41,23,46,36,5,81,67,47,56,22,43,16,19,107,67,5,48,78,46,106,18,16,2,22,89,91,17,103,7,2,26,21,72,17,40,2
3H6_LadyBona,2,6,15,8,2,10,6,0,11,7,9,5,2,3,3,9,16,7,2,7,11,6,16,2,4,0,4,17,5,4,13,1,0,3,2,8,4,5,0
3H6_Lieutenant,1,3,10,1,0,1,3,1,1,2,3,0,4,1,0,1,4,1,3,2,3,4,5,1,0,0,3,7,3,0,3,1,0,0,4,0,1,0,0
3H6_MESSENGERS.1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0
3H6_MESSENGERS.2,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,1,0,0,0
3H6_MESSENGERS.Post,18,17,53,23,2,14,10,3,51,24,28,25,9,16,7,24,42,28,4,11,27,34,42,10,8,0,9,56,35,7,40,2,2,14,9,22,10,27,0
3H6_MESSENGERS.X.1,1,1,6,8,1,3,2,0,8,6,4,2,0,3,0,3,7,5,1,2,6,2,11,0,1,0,0,10,2,1,5,1,0,2,0,4,3,4,0
3H6_MESSENGERS.X.2,11,11,53,9,3,8,8,1,33,25,18,8,10,14,7,16,21,18,0,20,25,14,41,3,8,2,6,23,29,1,32,2,3,9,9,15,9,15,0
3H6_MESSENGERS.X.3,0,0,10,3,1,1,1,0,5,3,1,1,1,2,0,1,3,5,0,7,1,3,6,1,1,0,2,4,4,0,1,0,0,2,2,3,2,3,0
3H6_MESSENGERS.X.4,2,7,15,6,2,1,4,1,10,5,3,2,3,3,0,3,8,4,0,8,5,8,12,3,1,1,1,10,1,0,4,2,0,3,3,3,2,6,0
3H6_MESSENGERS.X.5,0,2,1,3,0,1,1,0,5,1,5,1,0,3,0,1,1,3,0,0,2,0,1,0,0,0,2,8,0,0,4,0,0,3,0,1,1,3,0
3H6_MayorOfYork,0,1,12,8,2,4,1,0,7,4,5,3,5,5,3,1,1,6,1,1,8,3,9,2,5,0,1,9,8,2,6,1,1,4,4,4,3,2,0
3H6_Montague,8,14,37,7,4,13,10,1,18,15,10,9,4,10,6,8,12,7,3,8,14,18,32,2,4,2,2,21,20,0,29,2,2,9,7,7,4,11,0
3H6_Montgomery,4,6,27,9,3,16,6,4,19,5,17,11,5,11,3,6,16,9,2,15,20,12,21,7,2,1,6,14,12,1,25,1,0,16,7,12,9,5,0
3H6_Norfolk,2,3,7,4,0,5,0,1,2,3,0,1,0,3,1,3,2,2,1,1,7,1,5,0,2,0,1,1,3,1,4,0,0,2,3,2,1,2,0
3H6_Northumberland,11,17,48,18,14,21,13,5,32,25,16,14,8,14,6,26,47,26,1,22,18,25,53,2,15,0,17,35,33,5,51,5,4,18,12,21,6,23,0
3H6_Oxford,17,17,73,25,15,29,14,7,45,36,21,25,14,24,9,23,50,23,8,18,36,27,62,3,10,0,15,56,40,3,48,8,1,21,12,35,3,33,0
3H6_PrinceEdward,22,26,65,28,14,43,17,5,56,39,36,32,19,34,7,27,68,36,8,33,47,27,62,10,11,2,22,62,49,8,70,8,6,19,13,28,17,33,0
3H6_QueenElizabeth,24,58,135,57,10,89,36,7,94,56,62,34,33,42,17,26,82,52,8,44,76,82,121,12,17,2,24,123,99,15,131,12,10,51,31,46,26,53,1
3H6_QueenMargaret,129,189,545,165,99,206,135,46,398,286,217,166,111,151,52,158,357,203,25,202,296,222,444,53,86,13,103,415,361,34,458,37,39,133,118,205,77,204,2
3H6_RichardIII,154,254,791,227,115,312,201,51,516,407,300,252,180,226,95,231,510,318,31,291,448,310,637,88,116,13,124,530,431,74,641,76,54,202,169,286,92,269,4
3H6_Rivers,2,7,20,4,1,2,4,2,5,6,7,0,7,3,3,1,10,2,1,6,5,13,12,0,0,0,1,9,11,1,10,1,1,4,3,10,3,6,0
3H6_Rutland,11,10,39,10,6,21,10,1,26,20,21,13,10,13,3,14,35,28,4,21,31,23,35,2,7,0,11,20,25,1,30,2,3,7,8,14,0,20,1
3H6_SOLDIERS.MONTGOMERY,0,0,1,2,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3H6_SOLDIERS.YORK,0,0,1,2,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3H6_SOLDIERS.YORK.0.1,1,1,10,4,0,3,1,0,10,3,2,3,1,3,3,0,2,1,0,1,5,0,5,3,0,0,0,5,3,0,0,2,0,0,4,2,0,0,0
3H6_Somerset,16,24,63,31,11,22,19,5,45,24,24,18,6,21,9,28,52,38,2,23,41,33,46,6,9,0,13,53,40,5,61,5,1,11,16,35,5,16,0
3H6_Somerville,3,4,8,4,3,3,0,0,8,3,2,2,1,2,0,9,12,5,0,5,5,8,7,0,1,0,1,10,6,1,6,2,0,3,1,4,2,7,0
3H6_Son,20,18,32,8,3,30,12,1,31,25,20,10,9,21,3,18,29,15,0,11,20,34,37,3,8,0,8,24,24,1,27,5,0,9,11,14,3,18,0
3H6_Tutor,3,1,8,1,1,3,3,1,8,2,2,3,1,1,1,2,5,2,0,2,5,5,7,0,1,0,1,2,3,0,4,1,0,0,1,1,0,0,0
3H6_WATCHMEN.1,2,6,13,4,3,5,2,2,8,5,8,4,4,3,1,9,14,4,1,7,8,8,10,3,2,0,4,8,13,1,14,1,0,3,2,4,0,9,0
3H6_WATCHMEN.2,4,2,9,6,1,1,5,0,6,4,6,3,4,4,1,3,9,5,1,2,4,5,10,0,3,1,2,11,5,1,12,0,0,2,0,5,0,6,0
3H6_WATCHMEN.3,3,6,19,1,3,6,7,1,9,8,3,5,6,5,1,9,22,9,2,9,8,6,17,2,5,0,3,3,8,1,22,0,1,2,1,11,0,9,0
3H6_Warwick,170,270,911,266,149,291,198,51,579,398,383,274,166,290,94,273,583,350,52,349,505,365,801,117,128,13,172,642,511,68,715,65,33,222,176,299,94,335,5
3H6_Westmorland,8,10,22,3,1,8,6,0,16,11,7,8,5,7,1,7,13,7,1,11,14,5,23,4,3,0,4,14,10,2,13,1,1,3,8,4,0,11,0
3H6_York,82,101,379,81,64,155,90,17,207,177,119,106,69,92,31,81,182,136,21,113,181,156,300,29,49,4,59,228,178,32,285,35,21,86,74,129,37,124,1
AWW_ATTENDANTS.KING.0.1,0,2,10,4,1,3,1,0,8,1,0,2,1,1,1,1,5,5,2,2,5,6,3,1,2,0,3,8,5,1,7,0,1,2,2,1,2,4,0
AWW_ATTENDANTS.KING.0.2,1,3,2,1,1,0,1,0,2,3,4,6,2,2,0,1,4,4,1,3,6,1,4,1,0,1,1,5,7,1,8,0,1,4,1,1,3,0,0
AWW_Bertram,119,170,485,149,34,234,114,34,282,167,158,173,95,113,52,161,349,202,19,151,214,265,421,50,100,6,80,309,292,62,436,37,22,151,137,153,91,159,1
AWW_Countess,102,178,555,138,40,195,113,52,275,226,217,194,107,119,50,182,334,241,31,133,243,229,469,47,83,6,102,300,310,62,451,39,49,167,152,165,105,173,0
AWW_Diana,56,86,195,54,22,116,54,21,136,92,90,60,52,54,30,89,170,120,13,49,122,146,204,26,66,2,38,140,115,16,183,15,19,74,55,80,55,92,0
AWW_Duke,11,10,45,13,8,4,8,4,12,16,17,12,7,15,4,9,13,7,2,4,21,14,30,2,7,2,13,28,21,4,21,3,2,5,5,7,4,12,2
AWW_Epilogue,3,2,11,3,4,0,3,1,10,6,8,4,6,1,1,2,11,5,1,5,7,0,13,2,0,0,6,6,9,1,9,0,1,4,0,6,5,7,0
AWW_Fool,77,165,419,109,16,130,88,33,227,151,151,114,79,122,50,104,256,161,11,106,188,186,334,49,73,2,60,231,179,40,273,29,47,93,104,111,55,157,3
AWW_GENTLEMEN.1,3,7,22,0,0,3,2,5,15,5,3,1,5,2,3,10,12,7,1,1,8,11,13,2,5,0,1,1,8,0,14,0,3,4,7,7,1,6,0
AWW_GENTLEMEN.2,5,10,24,9,1,0,3,2,15,8,5,7,8,6,3,5,9,9,0,7,8,14,20,0,2,0,5,9,14,0,9,0,1,5,5,6,3,6,0
AWW_GENTLEMEN.3,4,9,27,11,0,14,8,1,14,12,9,10,5,10,3,17,30,13,1,7,10,12,30,5,5,0,4,25,19,5,26,1,3,11,10,9,5,10,0
AWW_Helen,172,306,904,216,79,376,203,72,488,315,343,267,168,235,97,268,664,348,37,229,426,454,752,97,178,7,194,537,537,81,745,76,52,245,234,290,153,330,3
AWW_King,153,221,678,158,120,249,135,54,380,335,275,251,171,216,67,216,486,283,24,208,319,311,590,66,109,8,146,403,436,67,614,48,52,193,169,232,91,252,5
AWW_LORDS.COURT.1,0,3,4,1,0,0,0,0,4,0,1,1,0,1,1,1,2,1,0,1,0,0,6,1,0,0,0,2,1,0,4,1,0,1,1,1,1,0,0
AWW_LORDS.COURT.2,0,2,3,1,0,0,1,0,3,0,2,2,0,2,0,1,2,2,0,1,1,0,5,1,1,0,1,1,1,0,3,1,0,2,1,1,2,1,0
AWW_LORDS.COURT.3,0,2,3,1,0,0,0,0,3,0,1,1,0,1,0,1,1,1,0,1,0,0,4,1,0,0,0,1,1,0,2,1,0,1,1,1,1,0,0
AWW_LORDS.COURT.4,1,2,4,1,0,1,0,0,3,0,2,1,0,2,0,1,2,1,0,2,0,0,6,2,1,0,0,2,2,0,3,2,0,1,1,2,1,0,0
AWW_LORDS.DUMAINE.1,71,96,320,57,36,62,60,13,128,95,85,101,49,71,41,119,202,135,17,84,137,124,257,24,58,4,62,147,145,25,239,21,25,70,78,91,42,97,1
AWW_LORDS.DUMAINE.2,44,91,195,53,21,46,40,11,100,69,77,64,39,63,24,114,192,106,8,61,102,103,176,22,26,1,28,122,125,16,192,15,7,53,58,55,37,77,1
AWW_Lafew,128,214,589,123,49,220,115,25,318,243,182,184,117,121,73,174,326,209,25,148,258,243,441,52,95,6,95,294,305,39,434,48,52,164,157,144,104,187,2
AWW_Mariana,11,16,56,10,1,11,7,4,22,30,19,16,10,10,8,11,26,16,3,10,15,15,39,4,16,0,7,22,31,3,30,5,1,6,10,9,6,24,0
AWW_Page,0,0,1,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,1,0
AWW_Parolles,143,247,813,163,75,275,162,53,414,279,286,228,154,155,72,193,565,316,53,192,381,355,630,74,133,9,155,440,422,54,664,46,59,211,221,223,102,256,8
AWW_SOLDIERS,5,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0
AWW_SOLDIERS.0.1,5,1,1,1,0,2,1,0,0,0,0,1,0,0,4,0,2,0,0,6,2,0,1,0,6,0,2,6,2,0,1,0,0,0,0,2,0,0,0
AWW_SOLDIERS.Interpreter,26,58,141,32,16,27,27,8,73,67,58,45,41,40,8,42,87,57,6,49,61,49,115,8,27,1,35,81,88,12,128,6,8,65,31,55,43,45,1
AWW_Servant,1,3,9,3,0,0,0,0,3,4,3,3,1,3,0,7,6,4,0,5,4,5,5,2,0,0,0,4,5,0,7,2,0,4,3,1,0,2,0
AWW_Steward,17,35,80,19,10,34,15,5,61,27,36,39,19,28,9,32,58,38,6,24,38,56,76,4,17,0,16,45,52,12,80,9,8,24,31,31,13,24,0
AWW_Widow,15,45,109,30,14,35,23,7,56,44,27,34,33,23,10,42,68,50,6,37,55,51,80,10,22,1,30,72,68,16,78,7,7,36,20,33,28,38,0
AYL_Adam,27,41,114,43,7,51,27,7,69,45,40,56,20,32,12,35,73,57,7,34,58,70,102,6,38,1,14,78,77,2,112,9,6,48,33,38,44,46,1
AYL_Audrey,15,10,38,7,1,13,2,2,30,15,6,8,7,8,9,9,26,13,3,5,13,18,28,3,7,1,4,14,12,2,28,4,5,13,4,15,6,18,0
AYL_Celia,137,175,556,127,71,171,120,41,253,242,171,179,111,138,57,157,332,217,25,143,258,196,427,50,103,0,94,294,289,46,436,47,42,146,136,180,99,195,1
AYL_Charles,13,32,107,29,2,31,15,3,64,46,41,39,22,21,23,38,65,31,1,29,55,48,71,10,25,1,9,64,39,9,69,6,7,35,28,20,17,37,0
AYL_Corin,34,64,151,32,14,44,27,7,85,62,32,50,31,34,19,35,81,60,3,44,61,52,115,12,23,2,29,90,70,14,127,8,8,46,35,35,31,53,0
AYL_Dennis,0,2,3,3,0,0,0,0,2,1,1,1,0,0,0,2,1,3,0,2,2,0,1,0,1,0,2,3,3,1,2,0,0,3,0,1,3,3,0
AYL_DukeFrederick,37,36,128,28,28,41,35,10,71,80,39,48,26,31,10,38,107,57,3,33,58,56,125,11,11,0,23,62,82,13,109,7,6,36,22,34,20,43,1
