abstain / ~s | ǝbˈstɛ:nz
tithe-woman | ˈtǝɪð-ˌwʊmǝn
Titus / s’ | ˈtǝɪtǝs
tractable | =
trail | trɛ:l
transform / ~ed | transˈfɔ:ɹm / m -d, -ɪd
tributary | m ˈtrɪbjǝˌtrǝɪ / m ˈtrɪbjǝˌtrǝɪz, -ˌtar-
troll | tro:l
turf | tɐ:ɹf
twelfth | twelf, -t
unburied | ɤnˈberǝɪd
unpinked | ɤnˈpɪŋkt
unweighed | ɤnˈwɛ:d
unwelcome | ɤnˈwelkǝm
uprising | m ɤpˈrǝɪzɪn, -ɪŋ
upshot | ˈɤpʃɒt
utter / ~s / ~eth / ~ing / ~ed | ˈɤtǝɹ / -z / -ǝɵ, ˈɤtr- / -ɪn, -ɪŋ, ˈɤtr- / m -d, -ed
vain / ~er | vɛ:n / ˈvɛ:nǝɹ
ventricle | =
victoress | ˈvɪktrǝs
vincere / vici | ˈvɪnkere / ˈvi:si:
vulgar / ~s | ˈvɤlgǝɹ / -z
vulnerable | m ˈvɤlnǝˌrabǝl
wager / ~s | ˈwɛ:dʒǝɹ / -z
Wales | ˈwɛ:lz
weave / ~s / woven | = / = / ˈwo:vǝn
weaver / ~’s / ~s | ˈwi:vǝɹ / -z
within | wɪðˈɪn
wronger | ˈrɒŋgǝɹ
zounds | zu:nz, -ndz                     
abjure / ~d | ǝbˈdʒu:ɹ / -d
accessible | =
admirer | ǝdˈmǝɪrǝɹ
adventurous | ǝˈventrǝs, ǝdˈv-
after-fleet | ˈaftǝɹ-ˌfli:t, ˈɑ:tǝɹ-
against, abbr gainst | ǝˈɡɛ:nst, ǝˈɡenst, abbr ˈɡɛ:nst, ˈɡenst
agueface | ˈɛ:ɡju:ˌfɛ:s
alarum / ~ed | ǝˈlɑ:rǝmd
alway / ~s | ˈɑ:lwɛ:, [later] ˈɔ:l- / -z
Angelica | =
answer / ~est / ~s / ~ing / ~ed | ˈansǝɹ, ˈɔ:n-, Le Beau AY 1.2.96 ˈɔ:nsǝɹ / -st / -z / m ˈansrɪn, -ɪŋ, -sǝˌrɪn, -ɪŋ, ˈɔ:n- / m ˈansǝɹd, -ǝˌred, ˈɔ:n-
arch | ɑ:ɹtʃ
arraignment | ǝˈrɛ:nmǝnt
aspen | =
attorneyship | m ǝˈtu:ɹnǝɪˌʃɪp
axe / ~’s | =
backsword | ˈbakˌsɔ:ɹd
back-trick | =
ban | =
Barbason | ˈbɑ:ɹbəsən
baste / ~s / ~d | basts / ˈbastɪd
blank | =
book-mate / ~s | ˈbʊk-ˌmɛ:ts
Bourbon | m ˈbu:ɹbən
bridal | ˈbrəɪdl
buffet / ~s | ˈbɤfɪt / -s
cake / ~s | kɛ:k / -s
cap-a-pe | ˌkapǝˈpɛ:
childhood / ~s | ˈtʃǝɪldʊd, -hʊd / -z
china | ˈtʃǝɪnǝ
choice | tʃǝɪs
cit·e / ~es / ~ing / ~ed | sǝɪt / -s / ˈsǝɪt·ɪn, -ɪŋ / -ɪd
cit·y / ~ies | ˈsɪtǝɪ / -z
cleanly | ˈklenlǝɪ
client / ~s / ~s’ | ˈklǝɪǝnts
compassionate | m kǝmˈpasɪǝnǝt -ˌnɛ:t
concealed | m kǝnˈsi:ld, -lɪd
confounded | kǝnˈfǝʊndɪd
courage / ~s | ˈkɤrɪdʒ / -ɪz
crone | kro:n
cruel-hearted | ˈkru:ǝl-ˌɑ:ɹtɪd, -ˌhɑ:-
curstness | ˈkɐ:ɹstnǝs
de | de:
dear / ~er / ~est | di:ɹ / ˈdi:r·ǝɹ / m -ǝst, di:ɹst
definitively | m dɪˈfɪnɪˌtɪvlǝɪ
dish-clout | ˈdɪʃ-ˌklǝʊt
distemperature / ~s | m dɪsˈtemprǝtǝɹ, -ˌtu:ɹ, -pǝr- / -prǝˌtu:ɹz, -pǝr-
Don [title] | =
doubleness | ˈdɤbǝlnǝs
dreaded | =
drink / ~est / ~s / ~ing / drank / drunk / ~est | = / drɪnkst / = / ˈdrɪnkɪn, -ɪŋ / = / drɤŋk / -st
Duchess / ~’ | ˈdɤtʃes
dungy | ˈdɤndʒǝɪ
effectless | =
encounterer / ~s | enˈkǝʊntrǝɹz, -tǝr-
end / ~s / ~ing / ~ed | = / = / ˈendɪn, -ɪŋ / =
enfranchise / ~d | enˈfrantʃǝɪz / -d
enrobe / ~d | enˈro:b / -d
eternal / ~’s | ɪˈtɐ:ɹnɑlz
ever-living | ˈevǝɹ-ˈlɪvɪn, -ɪŋ
excommunicate | ˌekskǝˈmju:nɪˌkɛ:t
extol / ~led | ɪkˈsto:l, ek- / -d
extraordinarily | ˌekstraˈɔ:ɹdɪˌnarɪlǝɪ
fairer | ˈfɛ:ɹǝɹ
fair-faced | m ˈfɛ:ɹ-ˌfɛ:st, ˌfɛ:ɹ-ˈfɛ:st
feebleness | =
Ferris | =
fig’s-end | =
flask | =
flood / ~s | flɤd / -z
foolhardy | m ˈfʊl-ˌɑ:ɹdǝɪ, ˈfu:l-, -ˌhɑ:-, ˌfʊl-ˈɑ:-, ˌfu:l-, -ˈhɑ:-
fowler | ˈfǝʊlǝɹ, ˈfo:-
free / ~s / ~d | =
gaskins | =
gayness | ˈgɛ:nǝs
ghostly | ˈgo:stlǝɪ
girl / ~s | gɐ:ɹl / -z
ground / ~ed | ˈgrǝʊndɪd
guide / ~s | gǝɪd / -z
hallow [holy] / ~ed | ˈɑlǝ, ˈɑlo:, ˈhɑ- / -d
hamstring | ˈamstrɪŋ, =
hearse | ɛ:ɹs, hɛ:ɹs
honi | ˈɔni
horrid / ~er | ˈɒrɪd, = / -ǝɹ
howling | ˈǝʊlɪn, -ɪŋ, ˈhǝʊ-
hugeness | ˈju:dʒnǝs, ˈhj-
imagery | m ˈɪmɪdʒˌrǝɪ
impress / ~ed | ɪmˈpres / m -t, -ɪd
incontinency | m ɪnˈkɒntɪˌnensǝɪ
incorporate | m ɪnˈkɔ:ɹprǝt, -ǝˌrɛ:t / m ɪnˈkɔ:ɹpǝˌrɛ:t / m ɪnˈkɔ:ɹprǝt, -ǝˌrɛ:t
Jack-a-lent | ˈdʒakǝˌlent
jest / ~s / ~ing / ~ed | = / = / ˈdʒestɪn, -ɪŋ / =
joiner | ˈdʒǝɪnǝɹ
jolly | ˈdʒɒlǝɪ
kecks·y / ~ies | ˈkeksǝɪz
knightly | ˈnǝɪtlǝɪ, ˈkn-
lading | ˈlɛ:dɪn, -ɪŋ
lamenting | lǝˈmentɪn, -ɪŋ
lurk / ~s / ~eth / ~ing / ~ed | lɐ:ɹk / -s / ˈlɐ:ɹk·ǝθ / -ɪn, -ɪŋ / lɐ:ɹkt
mail | mɛ:l
man / ~’s / ~s / men / ~’s | =
master / ~s / ~ed | ˈmastǝɹ / -z / -d
medicine | m ˈmedsɪn, -dɪs-
meek | =
mention | ˈmensɪǝn
merr·y / ~ier / ~iest | ˈmerǝɪ / -ǝɹ / -ǝst
mightier | ˈmǝɪtɪǝɹ
misprising | mɪsˈprǝɪzɪn, -ɪŋ
misprision | m mɪsˈprɪzɪǝn, -zɪˌɒn
mis·think / ~thought | mɪsˈθɪŋk / mɪsˈθɔ:t
mounted | ˈmǝʊntɪd
niceness | ˈnǝɪsnǝs
Norman / ~s | ˈnɔ:ɹmǝn / -z
north | nɔ:ɹɵ
north-north-east | ˈnɔ:ɹɵ-nɔ:ɹɵ-ˈest, ˈnɔ:ɹ-nɔ:ɹ-
offer / ~s | ˈɒfǝɹ / -z
oozy | ˈu:zǝɪ
orderly | m ˈɔ:ɹdǝɹˌlǝɪ
- out of | ˈǝʊt ǝv, -ǝ
outragious | ǝʊtˈrɛ:dʒɪǝs
overglance, abbr o’er / ~d | ˈo:vǝɹˈglans / ˌo:ɹˈglanst
pained Luc | pɛ:nd
pale-dead | ˈpɛ:l-ˌded
pardoner | m ˈpɑ:ɹdǝˌnɐ:ɹ
parliament | m ˈpɑ:ɹlǝˌment, -lǝmǝnt, -lmǝnt
pastoral / ~s | ˈpastǝrɑl / -z
pernicious | m pǝɹˈnɪsɪǝs, -ɪˌɤs
Pie [name] | pǝɪ
piping | ˈpǝɪpɪn, -ɪŋ
Plautus | ˈplɔ:tǝs
portentous | pɔ:ɹˈtentǝs
practisant / ~s | m ˈpraktɪˌsants
precedence | m prǝˈsi:dǝns, ˈpresɪˌdens
prefer / ~est / ~s / ~eth / ~ring / ~red | prɪˈfɐ:ɹ / -st / -z / -ǝɵ / -ɪn, -ɪŋ / -d
premeditate Luc | m pri:ˈmedɪˌtɛ:t
Priscian | ˈprɪsɪǝn
prithee | ˈpreði:, ˈprɪ-
pudding / ~s | ˈpʊdɪn, -ɪŋ / -z
pun | pɤn
pursy | ˈpɐ:ɹsǝɪ
rancour / ~’s / ~s | ˈraŋkǝɹ / -z
regia | ˈredʒɪa
regina | reˈdʒi:na
reinforce / ~d | ˌri:ɪnˈfɔ:ɹs / -t
renounc·e / ~ing | rɪˈnǝʊns / -ɪn, -ɪŋ
repose | rɪˈpo:z
roasted | ˈro:stɪd
rootedly | m ˈru:tɪdˌlǝɪ, ˈrʊt-
rudder | ˈrɤdǝɹ
Rugby | ˈrɤgbǝɪ
rump-fed | ˈrɤmp-ˌfed
savour / ~s / ~ing | ˈsɛ:vǝɹ / -z / -ɪn, -ɪŋ, ˈsɛ:vr-
scour / ~ing / ~ed | sko:ɹ / ˈsko:ɹ·ɪn, -ɪŋ / m -ɪd, sko:ɹd
sea·man / ~men | =
secondary | m ˈsekǝnˌdarǝɪ, -dǝrǝɪ, -drǝɪ
shade / ~s | ʃɛ:d / -z
sheet / ~s | =
she-wolf | =
Siena / ~’s | si:ˈenǝz
six | =
skull | skɤl
Southampton, abbr Hampton | sǝʊθˈamtǝn, abbr ˈhamtǝn, ˈam-, -mpt-
squire / ~’s / ~s | skwǝɪɹ / -z
stable | ˈstɛ:bǝl
stand / ~s | =
surfeiter | ˈsɐ:ɹfɪtǝɹ
suspicion / ~s | m sǝˈspɪsɪǝn, -sɪˌɒn / -sɪǝnz
Syracusian | ˈsɪrǝˌkju:zɪǝn
tackle / ~s | =
Thisbe / ~’s | ˈɵɪzbi:, MND 1.2.48 ˈɵɪzni: / -z
- thou shalt | ðǝʊz
thrall / ~s | ɵrɑ:l / -z
tooth-pick | ˈtʊɵ-ˌpɪk, ˈtu:-
torrent | =
touch / ~es | tɤtʃ / ˈtɤtʃɪz
Trebonius | treˈbo:nɪǝs
twangling | ˈtwaŋglɪn, -ɪŋ
underling / ~s | ˈɤndǝɹlɪŋz
underpriz·e / ~ing | ˈɤndǝɹ-ˈprɛ:zɪn, -ɪŋ
unfrequented | ˈɤnfrɪˈkwentɪd
unlaid | ɤnˈlɛ:d
unquietness | m ɤnˈkwǝɪǝtnǝs, -ˌnes
unsounded | ɤnˈsǝʊndɪd
untowardly | ɤnˈto:ɹdlǝɪ
unvisited | ɤnˈvɪzɪtɪd
ushering | ˈɤʃrɪn, -ɪŋ, -ʃǝr-
Vaux | vo:
voluptuousness | m vǝˈlɤptjǝsˌnes
- votre | ˈvɔtrǝ
wailing | ˈwɛ:lɪn, -ɪŋ
warrior | ˈwɑrɪǝɹ
war-thought / ~s | m ˌwɑ:ɹ-ˈɵɔ:ts
welcome | =
well-remembered | ˈwel-rɪˈmembǝɹd
well-reputed | ˈwel-rɪˈpju:tɪd
- you will | str ju:l, unstr jǝl, jʊl
windring | ˈwǝɪndrɪn, -ɪŋ
wont | wo:nt
wreathe / ~ed | =
wronged | m rɒŋd, ˈrɒŋgɪd
