filename,bilabilal,linguaalveolar,linguadental,labiodental,linguavelar,glottal,linguapalatal
Per_Bawd,17.55,43.06,6.12,6.38,7.38,5.45,14.09
Tro_Hector,14.16,50.42,7.67,6.46,6.63,2.84,11.85
1H6_SERVANTS.GLOUCESTER,20.52,43.59,10.26,2.57,12.83,0.0,10.26
Tmp_SAILORS,11.12,66.67,0.0,0.0,0.0,0.0,22.23
Ant_SERVANTS.X.1,22.23,55.56,0.0,11.12,0.0,0.0,11.12
1H6_Vernon,15.15,49.45,7.8,5.35,5.8,3.57,12.92
Ham_PLAYERS.King,13.07,54.89,6.61,8.67,4.54,2.21,10.05
TNK_KNIGHTS.PALAMON,14.29,57.15,0.0,0.0,14.29,14.29,0.0
JC_SOLDIERS.BRUTUS.Dardanus,6.67,60.0,0.0,0.0,13.34,13.34,6.67
Cor_CITIZENS.VOLSCIAN,17.78,51.12,2.23,2.23,11.12,8.89,6.67
2H6_Hume,14.93,47.04,4.5,6.96,8.18,3.69,14.73
Shr_Page,17.34,50.41,3.63,5.65,3.63,3.23,16.13
Ham_Francisco,10.21,46.94,5.11,7.15,13.27,5.11,12.25
R3_MESSENGERS.3,18.27,52.89,4.81,5.77,4.81,4.81,8.66
Tim_SERVANTS.TIMON.0.3,11.91,52.39,5.96,5.96,8.34,2.39,13.1
R3_Herbert,10.53,73.69,0.0,5.27,0.0,5.27,5.27
Lr_ATTENDANTS.X.4,16.02,51.95,4.98,6.28,5.2,4.33,11.26
Cor_Valeria,13.99,50.25,7.0,5.7,7.32,3.91,11.87
R3_CITIZENS,50.0,50.0,0.0,0.0,0.0,0.0,0.0
WT_OFFICERS.0.1,12.18,51.82,7.52,5.7,7.78,3.63,11.4
Ant_GUARDS.0.1,17.55,56.15,1.76,7.02,0.0,5.27,12.29
H5_BishopOfEly,14.15,50.0,7.18,5.78,7.38,2.59,12.95
H8_LADIES.KATHERINE.0.1,12.11,48.41,7.01,7.01,8.29,6.37,10.83
Mac_SPIRITS.3,16.4,37.71,1.64,6.56,13.12,8.2,16.4
Per_GENTLEMEN.EPHESUS.2,9.9,56.05,3.85,3.3,4.95,3.3,18.69
Wiv_Pistol,14.36,51.51,6.72,7.07,6.02,5.21,9.15
TNK_Epilogue,13.34,54.74,3.16,5.97,7.02,5.27,10.53
1H6_Alanson,14.72,50.22,7.08,6.09,5.1,4.11,12.73
Tim_MESSENGERS.X.1,13.41,52.58,1.04,6.19,4.13,9.28,13.41
Ham_ATTENDANTS.2,15.91,48.49,4.55,2.28,10.61,6.07,12.13
H8_SERVANTS.LARDER.1,20.0,48.0,0.0,0.0,8.0,4.0,20.0
Cor_SOLDIERS.ROMAN.0.2,13.05,69.57,4.35,0.0,0.0,4.35,8.7
AYL_SERVANTS.2,15.66,46.38,8.12,5.8,10.73,4.35,8.99
Ant_SOLDIERS.ANTONY.0.3,3.51,59.65,5.27,0.0,7.02,8.78,15.79
R3_MESSENGERS.X.2,16.23,48.25,8.34,4.39,3.08,6.58,13.16
Ant_Gallus,21.06,39.48,5.27,2.64,7.9,5.27,18.43
R3_Jailer,12.07,45.69,5.18,5.18,7.76,2.59,21.56
Ham_Gravedigger,13.84,51.44,7.4,5.09,6.76,5.17,10.34
3H6_Warwick,14.46,49.61,6.48,6.52,7.83,3.82,11.31
Cor_TRIBUNES.Sicinius,16.15,49.25,6.09,5.46,5.93,5.19,11.97
H5_ATTENDANTS.ENGLISH,50.0,50.0,0.0,0.0,0.0,0.0,0.0
Mac_MURDERERS.0.1,11.12,37.04,0.0,7.41,7.41,7.41,29.63
MV_MUSICIANS,12.23,53.34,5.56,3.34,10.0,4.45,11.12
Tim_SENATORS.4,20.0,55.01,5.0,5.0,5.0,5.0,5.0
Rom_Nurse,16.12,52.04,5.24,5.46,6.3,3.69,11.18
Tim_Apemantus,15.71,49.62,9.91,6.52,7.3,2.59,8.39
TNK_Hippolyta,16.17,49.81,5.78,7.4,5.93,3.32,11.63
MND_Snout,16.2,51.41,11.62,4.93,4.93,2.47,8.46
Tim_SERVANTS.VARRO.2,13.59,53.09,3.71,3.71,6.18,8.65,11.12
2H6_Sawyer,12.7,39.69,6.35,9.53,6.35,11.12,14.29
Lr_Oswald,19.12,48.9,6.66,6.02,4.86,6.13,8.35
2H6_FOLLOWERS.CADE.0,9.78,39.85,6.77,12.79,17.3,5.27,8.28
H5_Boy,14.74,50.14,6.11,8.0,7.1,5.22,8.72
Lr_Curan,14.79,44.37,7.75,7.75,5.64,6.34,13.39
TN_TobyBelch,15.78,49.98,6.93,6.1,7.1,4.59,9.55
Rom_SERVANTS.MONTAGUE.Abram,17.65,50.0,5.89,0.0,2.95,0.0,23.53
Ant_SOLDIERS.CAESAR.X.1,12.85,55.05,7.34,5.51,4.59,4.59,10.1
Tro_Ulysses,13.79,52.29,5.92,5.63,7.62,4.39,10.4
R3_Brakenbury,14.85,48.48,8.52,6.12,6.34,2.63,13.11
Rom_Paris,15.99,50.65,8.7,6.7,5.6,2.9,9.5
TNK_Doctor,14.29,49.39,6.37,6.37,7.27,5.72,10.62
Lr_ATTENDANTS.LEAR.0.3,15.87,56.25,4.81,3.37,5.77,3.37,10.58
Shr_Hostess,17.08,39.03,4.88,9.76,9.76,2.44,17.08
JC_SOLDIERS.BRUTUS.Claudius,22.23,55.56,0.0,0.0,0.0,0.0,22.23
WT_Polixenes,16.76,49.28,6.87,6.37,5.92,3.72,11.14
Ham_Ghost,15.75,54.13,7.13,7.05,5.7,3.0,7.28
Shr_SERVANTS.LORD.0.1,11.77,51.77,6.67,6.28,4.71,2.36,16.48
JC_SOLDIERS.BRUTUS.0.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Cym_Philario,17.46,47.47,5.07,6.29,6.11,5.94,11.7
MND_FAIRIES.TITANIA.Mustardseed,21.06,42.11,0.0,0.0,5.27,5.27,26.32
2H6_SERVANTS.GLOUCESTER.0.1,14.82,37.04,3.71,7.41,7.41,3.71,25.93
Cym_ATTENDANTS.CLOTEN.1,13.1,47.92,4.18,7.8,5.58,5.58,15.88
Tmp_Ariel,15.27,49.74,7.58,5.94,6.8,2.99,11.71
TNK_MESSENGERS.X.3,0.0,66.67,0.0,0.0,0.0,33.34,0.0
TN_Feste,16.52,50.88,6.81,6.55,6.2,2.96,10.12
R3_QueenMargaret,15.63,48.89,8.64,6.42,6.87,3.59,10.0
R3_ATTENDANTS.RICHMOND.0.1,16.13,38.71,3.23,9.68,6.46,6.46,19.36
Ant_SOLDIERS.ANTONY.0.2,13.38,52.87,3.19,6.37,5.1,8.29,10.83
1H6_Gargrave,10.82,45.95,10.82,8.11,8.11,2.71,13.52
Ant_Philo,14.06,53.02,7.23,6.83,6.43,4.02,8.44
H5_Dauphin,15.51,51.07,6.49,6.67,5.9,3.48,10.91
2H6_Scales,12.8,46.41,5.6,7.2,8.8,4.0,15.2
2H6_MESSENGERS.2,8.65,54.33,9.88,3.71,7.41,2.47,13.59
MM_Bawd,21.53,49.54,6.72,3.71,5.33,4.4,8.8
2H6_Mate,5.89,41.18,0.0,11.77,11.77,0.0,29.42
Per_Cerimon,14.49,51.11,6.36,6.29,7.14,3.57,11.07
Cym_SOLDIERS.BRITON.0.1,15.0,60.0,5.0,1.67,5.0,3.34,10.0
Shr_Vincentio,16.62,51.31,5.38,5.54,5.87,4.57,10.75
Mac_Hecate,12.16,51.4,4.19,6.38,6.98,3.19,15.74
MND_Helena,15.98,50.21,5.15,6.77,5.93,3.33,12.66
Cor_SOLDIERS.ROMAN.0.3,11.12,62.97,3.71,7.41,3.71,3.71,7.41
1H6_WATCHMEN.1,16.42,52.24,7.47,0.0,7.47,0.0,16.42
Rom_Montague,16.16,50.09,5.92,6.88,6.72,4.32,9.92
Cym_Arviragus,15.19,49.92,7.51,5.96,7.15,3.64,10.67
Jn_Constance,15.64,50.23,7.8,6.52,6.82,3.35,9.67
1H4_DRAWERS.Francis,14.68,60.56,1.84,3.67,4.59,2.76,11.93
Ham_Laertes,15.41,52.26,6.26,7.25,5.46,3.41,9.99
Ant_CAPTAINS,15.16,54.55,6.07,0.0,15.16,0.0,9.1
H5_Montjoy,15.5,50.93,6.16,7.02,7.02,3.33,10.09
3H6_Oxford,16.11,49.39,7.79,6.38,5.31,4.08,10.98
Tim_SERVANTS.TIMON.X.1,16.67,48.49,9.1,6.07,3.04,0.0,16.67
R3_MESSENGERS.1,19.12,44.12,4.42,5.89,4.42,2.95,19.12
MV_SERVANTS.2,18.19,63.64,6.07,0.0,3.04,6.07,3.04
Per_Philemon,12.5,50.0,12.5,0.0,12.5,0.0,12.5
Ant_Cleopatra,16.81,50.36,6.63,5.63,7.18,3.82,9.6
1H6_JohnTalbot,17.12,50.95,6.34,9.57,3.37,1.76,10.92
MND_FAIRIES.TITANIA.Mote,20.0,40.0,0.0,0.0,10.0,10.0,20.0
1H6_Suffolk,15.56,49.81,6.38,6.22,8.15,3.56,10.35
1H6_Pucelle,15.68,49.55,7.3,6.42,7.5,2.86,10.73
MM_Justice,9.1,50.0,4.55,9.1,9.1,4.55,13.64
Per_FISHERMEN.3,19.93,44.37,7.9,9.03,5.64,6.4,6.77
3H6_ALDERMEN,9.1,36.37,18.19,18.19,9.1,0.0,9.1
Ant_Silius,13.34,54.0,10.67,3.34,4.0,2.67,12.0
2H6_Simpcox,18.52,57.58,2.7,4.38,6.74,1.35,8.76
Err_Egeon,18.79,48.52,6.6,7.8,5.74,3.06,9.52
2H4_Clarence,13.86,50.91,8.14,6.03,6.63,4.82,9.64
1H6_Reignier,15.0,51.87,4.97,5.87,7.33,3.61,11.39
Tit_Lucius,15.97,48.76,7.57,7.02,5.44,4.15,11.13
2H6_CardinalBeaufort,14.94,48.41,6.61,5.57,9.55,3.37,11.57
Per_SAILORS.1,15.83,52.52,6.48,5.76,5.76,1.44,12.24
AWW_SOLDIERS.Interpreter,15.4,48.61,6.78,6.59,6.03,3.9,12.71
3H6_Somerville,14.95,44.83,5.75,3.45,5.75,10.35,14.95
MV_ATTENDANTS.BASSANIO.Leonardo,16.67,54.17,0.0,4.17,4.17,8.34,12.5
MM_Elbow,18.53,44.22,6.57,6.67,6.87,5.0,12.16
Rom_FriarJohn,12.11,50.53,8.95,7.37,8.43,2.64,10.0
R3_MayorOfLondon,13.17,54.74,3.3,3.3,7.0,4.94,13.59
Wiv_MasterPage,16.29,51.3,4.65,5.78,6.56,5.58,9.88
Ado_DonPedro,15.45,49.08,6.82,5.9,6.34,5.39,11.05
Ant_MESSENGERS.X.3,5.27,63.16,5.27,0.0,5.27,10.53,10.53
Cor_Herald,20.0,43.64,10.91,7.28,7.28,3.64,7.28
Cor_Nicanor,16.67,47.27,7.77,5.71,6.63,2.52,13.48
R3_Norfolk,15.11,48.93,7.2,5.76,7.2,0.72,15.11
Ham_ATTENDANTS,7.15,78.58,0.0,0.0,0.0,0.0,14.29
Tim_SENATORS.2,14.18,50.75,10.15,6.27,5.68,2.99,10.0
2H6_Dick,13.45,44.37,7.23,8.91,9.75,5.05,11.27
H8_GENTLEMEN.X,17.95,51.29,7.7,0.0,7.7,0.0,15.39
JC_Flavius,16.04,47.84,8.91,5.86,7.13,1.79,12.47
1H4_Falstaff,15.42,48.88,7.35,7.45,7.32,3.74,9.86
Mac_SOLDIERS.MALCOLM.0.1,5.89,58.83,0.0,5.89,17.65,5.89,5.89
MV_Duke,13.75,49.41,7.34,6.42,7.34,3.67,12.1
Rom_CITIZENS,20.0,54.29,14.29,0.0,5.72,0.0,5.72
Shr_SERVANTS.LORD.0.2,18.38,48.11,6.49,5.95,2.71,2.71,15.68
1H4_Glendower,15.3,48.49,6.06,6.06,7.52,3.55,13.06
Wiv_AnnePage,18.43,50.46,6.95,4.23,6.05,3.33,10.58
WT_SERVANTS.X.1,10.87,53.27,5.44,2.18,10.87,4.35,13.05
Tim_SERVANTS.Hortensius,20.44,51.1,8.76,3.65,5.11,2.19,8.76
TGV_Speed,16.12,48.7,6.09,6.25,6.05,3.83,12.98
Lr_Cornwall,14.41,49.24,6.02,7.21,6.16,4.69,12.31
Lr_ATTENDANTS.X.1,16.67,50.0,0.0,0.0,0.0,0.0,33.34
Ant_SOLDIERS.ANTONY.X.2,12.13,45.46,12.13,6.07,6.07,3.04,15.16
2H6_Bolingbroke,17.86,48.08,5.22,7.97,6.6,4.13,10.17
Lr_ATTENDANTS.ALBANY,12.7,52.39,1.59,4.77,4.77,11.12,12.7
LLL_Katherine,13.6,48.5,5.16,7.59,6.87,3.72,14.6
Tim_SERVANTS.TIMON.1,10.0,60.0,6.67,6.67,3.34,0.0,13.34
R3_York,16.08,48.52,6.92,3.95,10.87,3.11,10.58
Cym_Lucius,16.52,49.69,8.12,5.72,6.22,3.67,10.1
Cor_CITIZENS.ROMAN.5,10.26,52.57,3.85,7.7,7.7,3.85,14.11
AWW_SOLDIERS,11.77,0.0,0.0,0.0,52.95,0.0,35.3
H5_Salisbury,16.57,54.61,3.69,6.75,5.53,0.62,12.27
AYL_Audrey,15.48,53.18,7.54,4.77,6.75,3.58,8.74
Ant_MESSENGERS.ANTONY.3,12.83,46.16,12.83,10.26,7.7,2.57,7.7
1H6_York,15.63,50.22,6.57,6.32,7.0,3.14,11.15
Ado_Claudio,15.67,49.36,6.1,6.5,5.43,5.21,11.76
Shr_Gremio,15.26,49.14,5.55,6.9,7.82,4.5,10.85
R2_York,15.2,50.19,6.3,6.14,7.03,4.52,10.66
3H6_Son,19.38,45.02,8.55,9.12,4.85,5.13,7.98
Per_Cleon,13.74,51.41,7.09,6.48,6.84,3.85,10.63
2H4_DRAWERS.1,16.41,49.22,7.04,6.25,5.47,7.04,8.6
Shr_Katherine,16.61,50.21,5.68,6.67,6.19,2.99,11.68
LLL_Dumaine,17.59,48.96,6.6,8.0,5.4,3.4,10.09
Ado_MUSICIANS,10.31,51.55,8.25,9.28,5.16,6.19,9.28
TGV_Pantino,13.69,51.92,8.02,5.68,5.85,3.68,11.19
Wiv_Rugby,18.89,46.67,3.34,2.23,6.67,10.0,12.23
1H4_TRAVELERS.CARRIERS.2,13.5,53.97,6.75,5.56,9.13,2.78,8.34
H5_Grandpre,13.05,51.51,7.7,5.69,7.03,2.01,13.05
3H6_EdwardIV,16.11,49.41,7.29,5.78,7.07,3.57,10.8
Per_KNIGHTS,18.19,36.37,9.1,0.0,15.16,3.04,18.19
Cor_YoungMartius,19.24,53.85,3.85,3.85,3.85,3.85,11.54
Mac_WITCHES.2,16.71,52.07,6.51,6.51,8.03,3.04,7.16
Tim_SERVANTS.LUCIUS.1,15.11,52.48,5.5,4.68,7.15,3.85,11.27
Ant_Scarus,13.39,54.12,5.36,6.7,6.89,5.17,8.42
Cym_SENATORS.1,13.37,52.48,9.91,4.96,6.44,1.99,10.9
1H4_HenryV,15.03,49.9,7.73,6.77,6.81,3.18,10.62
Oth_Lodovico,12.82,49.45,8.01,6.51,6.91,4.71,11.62
R2_Berkeley,16.55,49.63,3.76,7.52,6.02,0.76,15.79
Per_SAILORS.MYTILENE.1,10.0,50.0,15.0,5.0,5.0,0.0,15.0
1H6_CardinalBeaufort,15.28,49.24,6.91,6.35,7.19,3.28,11.79
H8_Surrey,14.21,46.72,7.54,5.72,8.87,3.34,13.64
Tim_SERVANTS.TIMON.X.2,14.24,52.76,5.51,5.83,6.48,5.83,9.39
H8_Prologue,14.23,50.11,8.05,7.02,7.63,2.07,10.93
Cym_Cornelius,16.0,47.62,4.39,7.43,7.62,4.39,12.58
H8_Capuchius,16.79,46.72,4.38,7.3,8.76,3.65,12.41
1H6_OFFICERS.0.1,16.84,53.47,2.98,2.98,6.94,2.98,13.87
Ant_Countryman,18.84,44.19,9.07,8.61,6.28,2.8,10.24
TNK_MESSENGERS.X.2,11.43,51.43,11.43,0.0,0.0,2.86,22.86
Cor_SENATORS.ROMAN.0.2,25.32,56.97,0.0,0.0,6.33,3.8,7.6
Ant_Eros,17.16,49.06,6.87,4.98,5.49,4.98,11.5
Tro_Boy,16.67,46.67,6.67,0.0,3.34,10.0,16.67
Cor_LORDS.VOLSCIAN,19.24,42.31,0.0,3.85,3.85,23.08,7.7
JC_Cinna,12.02,53.22,7.3,5.16,4.3,3.01,15.03
Tmp_Sebastian,16.08,49.38,6.37,5.67,6.91,4.04,11.57
Tim_SERVANTS.TIMON.Flaminius,14.26,55.38,5.38,5.15,4.68,5.15,10.05
Rom_Cousin,9.68,64.52,6.46,0.0,0.0,6.46,12.91
Per_Lysimachus,15.62,46.71,6.37,6.98,6.9,4.17,13.27
WT_Mamillius,20.26,48.11,3.8,5.07,5.07,2.96,14.77
Tim_SENATORS.0.2,12.25,50.35,4.77,7.49,4.09,8.85,12.25
Tit_Nurse,18.44,52.16,7.85,4.32,2.36,2.36,12.55
MND_FAIRIES.TITANIA.Peaseblossom,18.75,37.5,0.0,0.0,6.25,6.25,31.25
1H4_Mortimer,14.71,52.4,6.32,5.89,6.43,3.49,10.79
Shr_PLAYERS.0.2,13.05,39.14,13.05,0.0,17.4,0.0,17.4
Ant_WATCHMEN.Sentry,15.19,43.68,7.6,6.97,6.33,6.33,13.93
TGV_Julia,17.43,50.96,6.05,6.09,5.78,4.06,9.67
2H4_Shadow,20.0,50.0,10.0,0.0,0.0,10.0,10.0
Ham_PLAYERS.1,14.99,53.09,6.17,6.31,5.89,4.35,9.25
JC_SOLDIERS.BRUTUS.Titinius,12.32,53.39,7.98,5.08,7.49,4.11,9.67
R3_Stanley,15.83,50.63,5.48,7.2,5.6,3.1,12.2
1H4_Bedford,14.29,51.59,6.35,5.56,8.74,3.97,9.53
TGV_OUTLAWS.1,20.95,48.99,4.06,5.07,7.1,1.36,12.5
Tro_Diomedes,15.55,49.81,5.52,5.52,6.53,4.74,12.36
H5_MacMorris,14.06,55.6,6.39,5.12,6.71,2.24,9.91
3H6_Tutor,20.0,56.01,6.0,4.0,6.0,4.0,4.0
Cym_SOLDIERS.ROMAN.0.1,13.43,49.67,9.4,6.05,6.05,4.03,11.41
Cym_GHOSTS.BROTHERS.1,17.65,47.72,6.54,5.89,8.5,5.23,8.5
Shr_SERVANTS.PETRUCHIO.Nicholas,0.0,30.0,0.0,10.0,0.0,30.0,30.0
Err_AntipholusOfEphesus,17.19,48.93,8.35,5.43,6.63,2.99,10.5
H5_Bedford,10.0,47.34,10.67,10.67,8.0,2.67,10.67
Tit_Chiron,16.58,48.21,8.15,6.77,4.84,4.15,11.33
AYL_Charles,12.75,46.96,7.21,6.79,8.59,5.27,12.47
Lr_MESSENGERS.X.3,18.19,72.73,0.0,0.0,0.0,0.0,9.1
R3_MESSENGERS.2,15.56,46.67,6.67,4.45,11.12,0.0,15.56
Shr_Messenger,13.05,50.0,5.8,5.08,6.53,3.63,15.95
Jn_Bigot,17.28,48.19,7.28,7.28,5.46,2.73,11.82
1H6_SERVANTS.3,13.34,60.0,6.67,13.34,0.0,0.0,6.67
MM_FriarPeter,15.68,49.01,4.69,6.49,4.51,6.85,12.8
H5_Orleans,13.97,48.11,6.21,8.8,6.38,5.35,11.21
Rom_MUSICIANS.0.1,25.0,49.04,6.74,4.81,4.81,1.93,7.7
Ant_GUARDS.0.3,15.0,60.0,0.0,10.0,0.0,10.0,5.0
AWW_Parolles,15.98,51.27,5.8,6.71,6.04,3.45,10.78
Tit_Aaron,15.19,50.15,7.72,6.42,5.68,3.44,11.45
Tim_OldMan,16.67,50.25,5.56,7.01,4.84,5.08,10.63
Cor_Lartius,14.03,51.65,7.16,5.16,5.87,4.87,11.31
Tim_Timon,15.35,49.66,7.94,6.63,6.92,2.9,10.63
AWW_LORDS.DUMAINE.2,13.96,48.86,5.19,7.48,6.61,7.05,10.88
Oth_SENATORS.0.2,15.12,50.0,6.98,6.98,5.82,1.17,13.96
H8_Katherine,16.98,48.72,4.72,6.38,6.9,3.57,12.76
AWW_GENTLEMEN.3,13.53,45.5,5.33,8.2,6.15,6.97,14.35
2H6_Buckingham,13.78,49.03,6.18,5.41,8.37,4.23,13.02
Ham_Rosencrantz,15.61,50.12,7.66,5.33,6.08,2.56,12.68
H5_HenryV,15.03,49.14,7.36,6.92,7.57,2.89,11.13
Per_LORDS.PENTAPOLIS.0.2,16.67,53.34,0.0,6.67,3.34,6.67,13.34
TNK_Theseus,14.54,49.33,6.71,6.53,6.28,3.1,13.55
Tro_Helen,14.99,48.54,4.24,8.47,4.89,4.57,14.34
MV_Jessica,15.8,51.21,6.32,7.24,4.83,4.74,9.9
R2_SERVANTS.GARDENER.1,17.15,47.86,4.29,5.72,7.86,5.72,11.43
TNK_Taborer,27.28,27.28,0.0,9.1,0.0,18.19,18.19
Tim_SERVANTS.Philotus,14.29,55.36,1.79,8.93,3.58,1.79,14.29
Per_GENTLEMEN.EPHESUS.1,16.76,48.11,5.95,5.95,8.11,1.63,13.52
MND_Titania,16.44,49.71,8.2,6.75,6.1,3.0,9.85
TNK_ATTENDANTS.1,20.59,35.3,8.83,2.95,8.83,0.0,23.53
Mac_WITCHES.3,15.79,49.79,7.02,6.8,9.0,2.64,9.0
TNK_Daughter,16.14,49.67,5.68,6.58,6.5,5.13,10.33
Jn_CITIZENS.0.1,14.9,49.96,6.88,7.65,7.26,2.97,10.42
H5_Fluellen,13.76,52.3,5.09,5.38,7.93,2.86,12.71
R2_Mowbray,15.39,53.85,5.21,6.72,5.51,3.17,10.18
Tim_SERVANTS.VARRO.1,16.32,53.56,2.52,5.03,5.86,4.19,12.56
3H6_York,16.22,49.05,7.92,6.21,6.47,3.03,11.14
1H6_Countess,14.96,49.27,9.54,5.14,5.58,4.11,11.44
2H4_OFFICERS.Snare,11.43,42.86,0.0,8.58,8.58,8.58,20.0
WT_LADIES.0.1,20.22,43.62,5.32,5.32,4.26,2.13,19.15
Per_Thaisa,16.39,49.06,6.4,7.0,7.4,3.2,10.59
1H4_MESSENGERS.X,14.15,46.47,5.06,8.09,5.06,7.08,14.15
AWW_Mariana,11.7,51.7,10.77,6.16,6.77,3.39,9.54
Lr_Cordelia,15.26,50.98,6.24,6.5,6.43,3.64,10.98
JC_Lucius,15.3,51.56,7.37,3.97,4.82,2.55,14.45
Tim_SERVANTS.TIMON.0.1,16.25,50.0,3.75,3.75,10.0,5.0,11.25
1H4_TRAVELERS.GENTLEMEN.0.1,18.87,54.72,5.67,5.67,5.67,3.78,5.67
R2_Queen,16.35,47.97,7.91,6.02,9.44,3.25,9.09
TNK_KNIGHTS.PALAMON.0.2,14.59,52.09,2.09,8.34,6.25,6.25,10.42
3H6_QueenElizabeth,15.91,49.84,5.76,6.18,6.18,2.2,13.96
Ant_Alexas,15.31,50.13,4.7,4.7,5.68,6.67,12.84
Tim_LORDS.0.2,14.75,49.31,5.53,7.38,9.68,3.69,9.68
Tim_LORDS,28.58,57.15,0.0,0.0,14.29,0.0,0.0
JC_SOLDIERS.BRUTUS.0.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2H4_HenryIV,16.04,50.07,8.42,6.11,6.76,3.56,9.07
Ant_Agrippa,15.24,54.17,4.61,4.49,6.66,4.36,10.5
Tit_GOTHS.0.1,20.41,51.71,5.45,6.81,5.45,4.09,6.13
3H6_SOLDIERS.YORK.0.1,6.0,46.0,10.0,14.01,14.01,0.0,10.0
JC_Publius,18.19,45.46,0.0,9.1,18.19,0.0,9.1
TGV_Proteus,15.08,50.61,5.97,7.81,5.78,3.66,11.12
WT_ATTENDANTS,16.67,40.0,6.67,3.34,16.67,10.0,6.67
Lr_SOLDIERS.CAPTAINS.1,12.5,59.38,0.0,3.13,9.38,0.0,15.63
R2_Gaunt,14.36,51.62,8.85,6.05,7.05,2.88,9.22
Cym_JAILERS.2,20.0,40.0,0.0,0.0,20.0,0.0,20.0
Tmp_Shipmaster,16.67,53.34,0.0,6.67,10.0,0.0,13.34
Tit_Lavinia,15.78,51.78,6.98,5.72,4.92,3.78,11.09
Tim_SERVANTS.Titus,13.55,52.91,1.94,8.39,3.88,4.52,14.84
Cor_WATCHMEN.2,18.05,39.85,7.52,6.02,9.78,5.27,13.54
1H4_Vernon,15.38,52.26,5.6,5.81,7.21,3.66,10.11
Cor_MESSENGERS.X.1,14.29,50.0,14.29,0.0,0.0,0.0,21.43
Ant_Demetrius,20.59,47.06,5.89,5.89,2.95,7.36,10.3
Tim_SERVANTS.ISIDORE.1,18.55,46.78,2.42,4.84,5.65,4.84,16.94
Ant_Charmian,18.4,49.26,5.29,6.03,7.27,4.05,9.74
R3_ClarencesDaughter,13.77,52.3,1.84,7.34,5.51,3.67,15.6
H8_HenryVIII,15.88,49.22,5.63,6.08,7.0,3.75,12.49
JC_SERVANTS.CAESAR.1,11.48,45.91,11.48,9.84,6.56,3.28,11.48
Cym_Guiderius,15.72,49.3,7.16,6.26,6.61,4.96,10.02
Ant_SOLDIERS.ANTONY.0.4,5.0,70.0,2.5,0.0,5.0,7.5,10.0
JC_Metellus,16.6,51.02,4.46,6.89,3.24,6.08,11.75
3H6_Rutland,17.32,51.35,6.57,6.27,7.77,4.18,6.57
2H4_Pistol,13.87,52.93,7.04,6.55,7.92,2.84,8.89
Ant_Diomedes,18.33,49.41,4.79,3.19,5.58,5.98,12.75
Oth_SENATORS,12.5,12.5,0.0,25.0,0.0,0.0,50.0
JC_Casca,14.74,51.57,6.8,6.26,6.11,5.27,9.29
MND_FAIRIES.TITANIA.0.1,19.31,54.96,2.98,2.98,7.43,3.47,8.92
Cor_NOBLES.0.1,16.67,50.0,16.67,0.0,0.0,0.0,16.67
1H6_Fastolf,13.34,45.72,4.77,11.43,6.67,2.86,15.24
Jn_Austria,15.61,48.67,9.04,6.99,6.99,2.06,10.68
Ant_Ambassador,11.01,54.07,7.66,7.18,5.75,5.75,8.62
Cor_SERVANTS.1,16.75,51.15,4.82,5.05,7.12,6.2,8.95
Err_Merchant2,13.43,51.66,8.06,6.62,5.38,3.93,10.96
Cym_GHOSTS.Father,14.57,52.83,7.4,4.35,5.87,5.0,10.0
H8_Scribe,7.32,41.47,7.32,4.88,29.27,2.44,7.32
Cym_Posthumus,15.45,50.12,6.93,6.41,6.71,2.98,11.44
Ado_MESSENGERS.LEONATO.1,14.78,53.45,5.42,7.39,3.95,5.42,9.61
R3_MESSENGERS.4,16.38,49.13,4.68,3.51,8.19,4.68,13.46
Ado_Leonato,15.79,48.25,6.64,6.64,6.13,4.29,12.29
2H6_Vaux,12.5,53.98,4.55,5.69,10.8,7.39,5.12
Tmp_Alonso,14.72,52.17,7.54,5.19,6.33,3.63,10.45
H5_MESSENGERS.X.2,9.31,51.17,6.98,6.98,6.98,4.66,13.96
1H4_MistressQuickly,14.44,49.93,7.53,4.92,6.0,6.3,10.91
2H4_ChiefJustice,15.58,47.58,5.7,5.6,7.61,3.5,14.46
AYL_Oliver,15.89,50.7,6.45,5.69,6.27,4.48,10.56
H5_Bardolph,16.4,49.43,6.7,4.85,6.7,4.39,11.55
Ado_Margaret,14.35,49.85,6.42,5.62,9.03,3.62,11.14
Mac_Seyton,17.92,50.75,2.99,2.99,7.47,0.0,17.92
Tro_Pandarus,16.02,48.49,5.45,4.89,6.91,5.65,12.62
Shr_Hortensio,16.48,49.85,5.6,6.91,6.17,4.18,10.84
3H6_MESSENGERS.X.1,10.82,50.0,9.46,4.06,2.71,4.06,18.92
MM_GENTLEMEN.2,11.33,58.5,10.38,1.89,1.89,3.78,12.27
Err_Luce,7.08,52.53,9.1,5.06,10.11,6.07,10.11
H8_Messenger,16.0,46.0,4.0,2.0,10.0,4.0,18.0
TGV_Eglamour,17.64,47.98,5.5,6.36,7.23,0.58,14.74
3H6_RichardIII,14.79,48.56,7.76,6.35,7.62,3.71,11.24
Tmp_Prospero,15.84,49.85,7.61,6.14,6.48,3.14,10.98
TGV_Thurio,15.95,51.87,5.52,7.61,4.62,3.43,11.03
